symbol_id	address	old_name	name	disposition	confidence	reason	source
recoil:function:0x4036f0	0x4036f0	AINet::FindNearestNode	AINet::FindNearestNode	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/ai_net.cpp:512
recoil:function:0x403750	0x403750	AINet::BuildAiPeerRingsByAiNetId	AINet::BuildAiPeerRingsByAiNetId	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/ai_net.cpp:553
recoil:function:0x4037c0	0x4037c0	AINetNode::Free	AINetNode::Free	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/ai_net.cpp:580
recoil:function:0x403800	0x403800	AINet::Free	AINet::Free	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/ai_net.cpp:604
recoil:function:0x403830	0x403830	AINet::AiDiscardNegativeBranchPathNodes	AINet::AiDiscardNegativeBranchPathNodes	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/ai_net.cpp:627
recoil:function:0x403870	0x403870	AINet::FreeAll	AINet::FreeAll	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/ai_net.cpp:650
recoil:function:0x4038a0	0x4038a0	HudUiBriefingObjectivePicture::DrawWithNoiseOverlay	HudUiBriefingObjectivePicture::Draw	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:323
recoil:function:0x403930	0x403930	HudUiBriefingRuntime::Constructor	HudUiBriefingRuntime::HudUiBriefingRuntime	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:349
recoil:function:0x403c10	0x403c10	HudUiBriefingLocatorPanel::Constructor	HudUiBriefingLocatorPanel::HudUiBriefingLocatorPanel	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:431
recoil:function:0x403c80	0x403c80	HudUiCircle::DrawDirtyForwarder	HudUiBriefingLocatorPanel::Draw	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:454
recoil:function:0x403c90	0x403c90	HudUiBriefingLocatorPanel::BlitDirtyRect	HudUiBriefingLocatorPanel::DrawBase	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:466
recoil:function:0x403cb0	0x403cb0	HudUiBriefingLocatorPanel::Update	HudUiBriefingLocatorPanel::Update	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/Briefing.cpp:486
recoil:function:0x403d70	0x403d70	HudUiWidget::SharedScalarDeletingDestructor	HudUiWidget::SharedScalarDeletingDestructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x403d90	0x403d90	HudUiBriefingRuntime::ScalarDeletingDestructor	HudUiBriefingRuntime::ScalarDeletingDestructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x403e20	0x403e20	HudUiCompositePanel::Destructor	HudUiCompositePanel::Destructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x403eb0	0x403eb0	HudUiFillBitmap::SharedScalarDeletingDestructor	HudUiFillBitmap::SharedScalarDeletingDestructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x403ed0	0x403ed0	HudUiBriefingRuntime::Destructor	HudUiBriefingRuntime::~HudUiBriefingRuntime	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:532
recoil:function:0x404070	0x404070	HudUiBriefingRuntime::Update	HudUiBriefingRuntime::UpdateAll	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:545
recoil:function:0x404140	0x404140	zInput::WaitForAnyKeyPressWithTimeoutMs	Briefing::zInputWaitForAnyKeyPressWithTimeoutMs	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:582
recoil:function:0x404180	0x404180	Briefing::StartMissionBriefingThread	Briefing::StartForMission	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:612
recoil:function:0x404280	0x404280	Briefing::RunMissionBriefingLoop	Briefing::ThreadMain	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:650
recoil:function:0x404400	0x404400	HudUiBriefingRuntime::BuildObjectiveActionsFromIndex	HudUiBriefingRuntime::BuildObjectiveActionsFromIndex	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/Briefing.cpp:714
recoil:function:0x4045b0	0x4045b0	HudUiBriefingActionQueue::AddHideElement	CBriefingActionQueue::AddHideElement	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:784
recoil:function:0x404620	0x404620	HudUiBriefingAction_HideElement::Tick	BriefingActionHideElement::Tick	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:799
recoil:function:0x404640	0x404640	HudUiBriefingActionQueue::AddShowElement	CBriefingActionQueue::AddShowElement	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:813
recoil:function:0x4046b0	0x4046b0	HudUiBriefingAction_ShowElement::Tick	BriefingActionShowElement::Tick	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:828
recoil:function:0x4046d0	0x4046d0	HudUiBriefingActionQueue::AddFadeInElement	CBriefingActionQueue::AddFadeInElement	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:843
recoil:function:0x404740	0x404740	HudUiBriefingAction_FadeInElement::Tick	BriefingActionFadeInElement::Tick	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:858
recoil:function:0x404780	0x404780	HudUiBriefingActionQueue::AddSetPanelText	CBriefingActionQueue::AddSetPanelText	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:876
recoil:function:0x404850	0x404850	HudUiBriefingAction_SetPanelText::Tick	BriefingActionSetPanelText::Tick	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:893
recoil:function:0x4048a0	0x4048a0	HudUiBriefingActionQueue::AddSetObjectivePictureImageTimed	CBriefingActionQueue::AddSetWidgetImageTimed	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:910
recoil:function:0x404960	0x404960	HudUiBriefingAction_SetObjectivePictureImageTimed::Tick	BriefingActionSetWidgetImageTimed::Tick	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:927
recoil:function:0x4049d0	0x4049d0	HudUiBriefingActionQueue::AddPlaySampleByName	CBriefingActionQueue::AddPlaySampleByName	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:949
recoil:function:0x404aa0	0x404aa0	HudUiBriefingAction_PlaySample::Tick	Briefing::BriefingActionPlaySample::Tick	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:966
recoil:function:0x404b30	0x404b30	Briefing::SampleEventCallback	SampleEventCallback	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:1001
recoil:function:0x404b40	0x404b40	HudUiBriefingActionQueue::AddDelayUntilProgress	Briefing::CBriefingActionQueue::AddDelayUntilProgress	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:1016
recoil:function:0x404bb0	0x404bb0	HudUiBriefingAction_DelayUntilProgress::Tick	Briefing::BriefingActionDelayUntilProgress::Tick	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:1032
recoil:function:0x404bd0	0x404bd0	Briefing::StopThreadAndDestroyRuntime	Briefing::StopAndShutdownThread	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:1047
recoil:function:0x404c50	0x404c50	Briefing::SetTransportProgressAndSleep	SetProgressAndSleep	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:1093
recoil:function:0x404c80	0x404c80	Briefing::BuildObjectiveActionsForRuntime	BuildObjectiveActionsGlobal	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/Briefing.cpp:1111
recoil:function:0x404ca0	0x404ca0	HudUiElement::Draw	HudUiElement::Draw	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:187
recoil:function:0x404cb0	0x404cb0	HudUiElement::DrawBase	HudUiElement::DrawBase	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:199
recoil:function:0x404cd0	0x404cd0	HudUiElement::SetPos	HudUiElement::SetPos	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:219
recoil:function:0x404cf0	0x404cf0	HudUiElement::SetX	HudUiElement::SetX	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:236
recoil:function:0x404d00	0x404d00	HudUiElement::SetY	HudUiElement::SetY	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:251
recoil:function:0x404d10	0x404d10	HudUiElement::HitTestTrue	HudUiElement::HitTestTrue	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:266
recoil:function:0x404d20	0x404d20	HudUiElement::SetVisible	HudUiElement::SetVisible	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:283
recoil:function:0x404d50	0x404d50	HudUiElement::GetX	HudUiElement::GetCenterX	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:303
recoil:function:0x404d60	0x404d60	HudUiElement::GetY	HudUiElement::GetCenterY	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:315
recoil:function:0x404d70	0x404d70	HudUiElement::ScalarDeletingDestructor	HudUiElement::ScalarDeletingDestructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x404d90	0x404d90	HudUiWidget::GetCenterX	HudUiWidget::GetCenterX	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:327
recoil:function:0x404dd0	0x404dd0	HudUiWidget::GetCenterY	HudUiWidget::GetCenterY	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:344
recoil:function:0x404e10	0x404e10	HudUiWidget::RebuildBltRectFromImage	HudUiWidget::RebuildBltRectFromImage	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:359
recoil:function:0x404e60	0x404e60	HudUiCircle::HitTest	HudUiCircle::HitTest	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:383
recoil:function:0x404e90	0x404e90	Player::TickActiveCameraState	Player::TickActiveCameraState	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:428
recoil:function:0x405040	0x405040	Player::UpdateChaseCameraFromInput	Player::UpdateChaseCameraFromInput	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:502
recoil:function:0x405650	0x405650	Player::UpdateThirdPersonCamera	Player::UpdateThirdPersonCamera	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:707
recoil:function:0x4057d0	0x4057d0	Player::UpdateTopDownCameraState	Player::UpdateTopDownCameraState	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:763
recoil:function:0x405870	0x405870	Player::UpdateCameraFromStoredTargetTowardPlayer	Player::UpdateCameraFromStoredTargetTowardPlayer	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:790
recoil:function:0x4059a0	0x4059a0	Player::UpdateFirstPersonCameraFromInput	Player::UpdateFirstPersonCameraFromInput	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:831
recoil:function:0x405c90	0x405c90	Player::ApplyCameraState	Player::ApplyCameraState	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:921
recoil:function:0x405ec0	0x405ec0	Player::ToggleSteeringModeAndResetMouseLook	Player::ToggleSteeringModeAndResetMouseLook	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1034
recoil:function:0x405ee0	0x405ee0	Player::AdjustThirdPersonCameraByOffsetProbes	Player::AdjustThirdPersonCameraByOffsetProbes	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1046
recoil:function:0x406110	0x406110	Player::AdjustThirdPersonCameraBySideProbes	Player::AdjustThirdPersonCameraBySideProbes	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1132
recoil:function:0x4063f0	0x4063f0	Player::RestoreThirdPersonCameraFromObstructionState	Player::RestoreThirdPersonCameraFromObstructionState	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1257
recoil:function:0x406430	0x406430	Player::UnbindCurrentSaveStateIfSinglePlayer	Player::UnbindCurrentSaveStateIfSinglePlayer	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1275
recoil:function:0x406450	0x406450	Player::BindActiveGameStateAsCurrentSaveState	Player::BindActiveGameStateAsCurrentSaveState	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1292
recoil:function:0x406470	0x406470	Player::UpdateCameraVariantFromCameraPos	Player::UpdateCameraVariantFromCameraPos	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1305
recoil:function:0x406510	0x406510	Player::UpdateCameraVariantFromAnchor	Player::UpdateCameraVariantFromAnchor	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1348
recoil:function:0x406610	0x406610	Player::UpdateCameraWeatherFxEmitterVisibility	Player::UpdateCameraWeatherFxEmitterVisibility	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1406
recoil:function:0x406730	0x406730	Player::FilterCameraProbeBlockingHits	Player::FilterCameraProbeBlockingHits	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1469
recoil:function:0x4067a0	0x4067a0	Player::AdjustSubCameraFocusForObstruction	Player::AdjustSubCameraFocusForObstruction	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1515
recoil:function:0x406890	0x406890	MfcThreeFloatDialog::OnKillFocusValue0	MfcThreeFloatDialog::OnKillFocusValue0	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1779
recoil:function:0x4068c0	0x4068c0	MfcThreeFloatDialog::OnKillFocusValue1	MfcThreeFloatDialog::OnKillFocusValue1	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1794
recoil:function:0x4068f0	0x4068f0	MfcThreeFloatDialog::OnKillFocusValue2	MfcThreeFloatDialog::OnKillFocusValue2	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1809
recoil:function:0x406920	0x406920	MfcThreeFloatDialog::OnDeltaposSpinValue0	MfcThreeFloatDialog::OnDeltaposSpinValue0	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1824
recoil:function:0x406960	0x406960	MfcThreeFloatDialog::OnDeltaposSpinValue1	MfcThreeFloatDialog::OnDeltaposSpinValue1	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1847
recoil:function:0x4069a0	0x4069a0	MfcThreeFloatDialog::OnDeltaposSpinValue2	MfcThreeFloatDialog::OnDeltaposSpinValue2	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1870
recoil:function:0x4069e0	0x4069e0	MfcThreeFloatDialog::OnMove	MfcThreeFloatDialog::OnMove	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1892
recoil:function:0x4069f0	0x4069f0	MfcThreeFloatDialog::OnCreate	MfcThreeFloatDialog::OnCreate	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1906
recoil:function:0x406a00	0x406a00	zStr::ContainsCaseInsensitive	zStr::ContainsCaseInsensitive	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1921
recoil:function:0x406af0	0x406af0	HudCheat::ExecuteCommandString	HudCheat::ExecuteCommandString	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:1976
recoil:function:0x406cf0	0x406cf0	HudCheat::ClearNanitePanelCheatSentinel	HudCheat::ClearNanitePanelCheatSentinel	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:2107
recoil:function:0x406d20	0x406d20	HudUiCheatCodeDialog::Constructor	HudUiCheatCodeDialog::HudUiCheatCodeDialog	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:2144
recoil:function:0x406e10	0x406e10	HudUiCheatCodeDialog::ScalarDeletingDestructor	HudUiCheatCodeDialog::ScalarDeletingDestructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x406e30	0x406e30	HudUiCheatCodeDialog::Destructor	HudUiCheatCodeDialog::Destructor	retained	Inferred	Retain physical/compiler projection label; no unique attached defining function body in the source inventory.	
recoil:function:0x406e90	0x406e90	RecoilStateCheatCode::StaticInitAndRegisterAtExit	RecoilStateCheatCode::StaticInitAndRegisterAtExit	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:2161
recoil:function:0x406ea0	0x406ea0	RecoilStateCheatCode::ConstructGlobal	RecoilStateCheatCode::ConstructGlobal	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:2172
recoil:function:0x406eb0	0x406eb0	RecoilStateCheatCode::StaticInit	RecoilStateCheatCode::StaticInit	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:2182
recoil:function:0x406ec0	0x406ec0	RecoilStateCheatCode::AtExitDestructor	RecoilStateCheatCode::AtExitDestructor	retained	Inferred	Retain reconstructed descriptive spelling; exact original spelling is not established.	src/Battlesport/hud.cpp:2192
recoil:function:0x406ed0	0x406ed0	RecoilStateCheatCode::Constructor	RecoilStateCheatCode::RecoilStateCheatCode	renamed	Inferred	Synchronize current defining source name; descriptive reconstruction, not recovered original spelling.	src/Battlesport/hud.cpp:2204
